Part/Designator,Manufacture Part Number/Seeed SKU,Quantity
"R1,R2,R3,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19",RC0805JR-07100RL,SMD RES 100R-5%-1/8W,20
